Name,Score,Genders,Type,Source,Popularity,Favorites
Ganbare!! Nattou-san,NA,Comedy,TV,Unknown,14286,1
Fujilog 2nd Season,NA,Comedy,TV,Unknown,13365,1
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.41,"Sci-Fi, Sports, Super Power, Shounen",Movie,Game,4652,20
Toshokan Sensou: Kakumei no Tsubasa,7.8,"Action, Comedy, Military, Romance",Movie,Novel,3675,42
Holy Knight,6.02,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",OVA,Manga,2653,48
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,6.91,"Adventure, Comedy, Fantasy, Kids",Movie,Game,5313,17
Inu x Boku SS,7.46,"Comedy, Supernatural, Romance, Shounen",TV,Manga,331,3326
Battle Spirits: Heroes,6.18,"Game, Sci-Fi",TV,Card game,9374,3
Pokemon 3D Adventure: Mew wo Sagase!,7.04,"Adventure, Comedy, Fantasy, Kids",Movie,Game,5115,12
Muv-Luv Alternative: Total Eclipse,7.11,"Action, Military, Sci-Fi, Mecha",TV,Visual novel,1661,329
Vampire,6.58,"Hentai, Supernatural, Vampire",OVA,Original,6411,36
"Natsu-iro Egao de 1, 2, Jump!",7.25,Music,Music,Music,4577,19
Install Pilot,5.8,"Action, Sci-Fi, Shounen",Special,Original,11487,0
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,6.16,"Slice of Life, Fantasy",Movie,Unknown,12648,0
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,7.11,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,Unknown,7894,0
Hunter x Hunter (2011),9.1,"Action, Adventure, Fantasy, Shounen, Super Power",TV,Manga,12,147274
Shoukoujo The Animation,6.8,Hentai,OVA,Visual novel,5473,36
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,6.79,Hentai,OVA,Visual novel,5399,34
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,6.33,"Adventure, Comedy, Fantasy, Kids",Special,Unknown,6452,1
Pokemon Introductory Recap,6.47,"Fantasy, Kids",Movie,Game,5090,7
Hellsing: The Dawn,7.19,"Action, Horror, Seinen, Supernatural, Vampire",Special,Manga,1754,148
Kill Me Baby,6.87,"Comedy, School, Seinen",TV,4-koma manga,1426,431
Nurarihyon no Mago: Sennen Makyou Recaps,6.68,"Action, Demons, Shounen, Supernatural",Special,Manga,4796,17
Awake,5.26,"Action, Mecha, Parody, Sci-Fi",Special,Unknown,11153,0
Ziggy: Soreyuke! R&R Band,5.69,"Adventure, Music, Mystery",Movie,Unknown,12170,0
Zouressha ga Yatte Kita,NA,Adventure,Movie,Unknown,14729,0
Zou no Inai Doubutsuen,NA,Drama,Movie,Unknown,14393,0
Tiger & Bunny Pilot,6.19,"Action, Comedy, Super Power",Special,Original,5273,8
Honoo no Alpenrose,6.15,"Historical, Drama, Romance, Shoujo",OVA,Manga,11781,2
Busou Shinki Moon Angel,6.59,"Action, Sci-Fi",ONA,Other,4574,5
Another,7.55,"Mystery, Horror, Supernatural, Thriller, School",TV,Light novel,45,15629
Usagi Drop Specials,7.98,"Josei, Slice of Life",Special,Manga,2003,38
Sekaiichi Hatsukoi 2,7.97,"Comedy, Drama, Romance, Shounen Ai",TV,Manga,1175,847
Hybrid Child,7.69,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,Manga,1979,496
Blue Seagull,4.29,"Action, Hentai",Movie,Unknown,10821,1
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,6.86,"Comedy, Romance, Ecchi, School",Special,Visual novel,3203,6
Cross Fight B-Daman,6.39,"Game, Kids",TV,Unknown,6365,33
Papa no Iukoto wo Kikinasai!,7.33,"Comedy, Romance, Slice of Life",TV,Light novel,914,596
Kowaku no Toki,6.01,Hentai,OVA,Visual novel,5091,60
Pair,5.56,Music,Music,Original,10477,1
Kuma no Puutarou,NA,Comedy,TV,Unknown,14776,0
Hero Hero-kun,NA,"Adventure, Comedy, Game, Kids",TV,Manga,14111,1
Maken-Ki! OVA,6.64,"Action, Ecchi, Harem, Martial Arts, School, Super Power",OVA,Manga,2342,36
Hoshi no Ko Poron,NA,Sci-Fi,TV,Unknown,12666,0
Machikado no Märchen,6.25,"Music, Romance",OVA,Original,10140,2
Rinne no Lagrange,6.92,"Action, Sci-Fi, Comedy, Mecha",TV,Original,2010,122
Amagami SS+ Plus,7.44,"Slice of Life, Comedy, Romance, School",TV,Visual novel,1126,338
Hidamari Sketch x SP,7.79,"Slice of Life, Comedy, School, Seinen",Special,4-koma manga,4503,10
Hidamari Sketch x Honeycomb,7.94,"Slice of Life, Comedy, School, Seinen",TV,4-koma manga,3690,155
Brave 10,6.8,"Action, Adventure, Historical, Super Power, Samurai, Seinen",TV,Manga,1131,287
Manga Nihonshi,NA,Historical,TV,Unknown,12971,0
Ikkitousen: Shuugaku Toushi Keppuuroku,6.65,"Action, Ecchi, Martial Arts, Super Power, School",OVA,Manga,4172,4
Ao no Exorcist: Kuro no Iede,7.31,"Action, Demons, Fantasy, Shounen, Supernatural",Special,Manga,1304,128
Ganso Tensai Bakabon,6.26,"Slice of Life, Comedy",TV,Unknown,10975,0
Maken Liner 0011 Henshin Seyo!,5.56,"Action, Mecha, Sci-Fi",Movie,Unknown,11748,1
Akadou Suzunosuke,NA,"Adventure, Historical",TV,Unknown,11810,1
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,6.56,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,Unknown,10165,2
Black★Rock Shooter (TV),6.85,"Action, Drama, School, Slice of Life",TV,Other,466,2140
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,6.86,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,Unknown,9650,3
Ginga Patrol PJ,6.64,"Drama, Military, Sci-Fi, Space",TV,Unknown,10822,3
Kimi no Iru Machi: Tasogare Kousaten,7.23,"Drama, Romance, School, Shounen",OVA,Manga,2637,66
Zero no Tsukaima F,7.52,"Adventure, Magic, Romance, Ecchi, Fantasy",TV,Light novel,412,1201
Nee Summer!,7.1,Hentai,OVA,Visual novel,3570,248
A-Channel+smile,7.12,"Comedy, School, Seinen, Slice of Life",OVA,4-koma manga,3663,16
Tantei Opera Milky Holmes Dai 2 Maku,7.22,"Mystery, Comedy, Super Power",TV,Original,4019,68
Soredemo Tsuma wo Aishiteru,6.47,Hentai,OVA,Visual novel,5528,59
"Kono Danshi, Uchuujin to Tatakaemasu.",6.86,"Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,Original,3459,71
Micro Teukgongdae Diatron 5,4.74,"Action, Space, Mecha, Sci-Fi",Movie,Unknown,11039,4
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,7.53,"Action, Sci-Fi, Comedy, Super Power, Fantasy, Shounen",Special,Manga,2672,56
Shin Tennis no Ouji-sama,7.56,"Action, Comedy, Sports, Shounen",TV,Manga,2288,231
.hack//The Movie: Sekai no Mukou ni,7.14,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,Game,4028,26
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.45,"Action, Adventure, Comedy, Fantasy, Shounen",TV,Original,3581,35
Happy Kappy Recap,NA,"Comedy, Fantasy, Shoujo",Special,Unknown,13466,0
Skyers 5,NA,"Action, Sci-Fi",TV,Unknown,12792,0
Hell Target,4.72,"Space, Horror, Sci-Fi",OVA,Unknown,9462,7
Iruka to Shounen,NA,"Adventure, Kids",TV,Unknown,13897,1
Ano Natsu de Matteru,7.49,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,Original,455,1926
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,7.11,"Action, Samurai, Historical, Drama, Shounen",OVA,Manga,3457,37
UFO Princess Valkyrie: Recap,6.22,"Comedy, Romance, Sci-Fi",Special,Manga,9930,0
Yuureisen,5.71,Supernatural,Movie,Book,9617,1
Chibi☆Devi!,6.76,"Fantasy, Shoujo, Supernatural",TV,Manga,4466,51
Tsuma no Haha Sayuri,6.54,Hentai,OVA,Visual novel,6754,16
TSF Monogatari,6.67,Hentai,OVA,Manga,4283,136
BaBuKa: Gokudou no Tsuma,5.75,Hentai,OVA,Original,7484,15
Dororo Pilot,5.79,Action,Special,Unknown,7811,1
Redline Pilot,6.7,"Cars, Sports",Special,Original,5498,4
Sekiranun Graffiti,6.95,Music,Music,Unknown,6020,17
Recorder to Randoseru Do♪,6.69,"Comedy, School, Seinen, Slice of Life",TV,4-koma manga,2420,21
Sore Ike! Zukkoke Sannin-gumi,NA,"Comedy, Kids, School",TV,Novel,14665,0
Sankarea,7.36,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,Manga,270,2084
Kiss Dum: Omokage,6.03,"Mecha, Military, Sci-Fi",Special,Original,10640,0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,6.55,Music,Music,Unknown,4831,8
Bouei Honou / Evidence,5.56,Music,Music,Original,9998,0
Hello Kitty: Ringo no Mori no Fantasy,5.88,"Comedy, Fantasy, Kids",TV,Unknown,11961,0
Shiofuki Mermaid,6.35,Hentai,OVA,Visual novel,7774,6
Mamimume★Mogacho,NA,Kids,TV,Unknown,14143,1
Un-Go: Inga-ron,7.6,"Mystery, Supernatural",Movie,Novel,2807,28
Momotarou Densetsu,NA,"Adventure, Comedy",TV,Game,12724,0
Yamatarou Kaeru,6.05,Kids,OVA,Manga,11222,0
Ad Lib Anime Kenkyuujo,NA,Comedy,TV,Original,10573,2
Hate You,5.98,"Action, Music",Music,Original,9015,5
Happyakuyachou Hyouri Kewaishi,NA,"Historical, Drama",TV,Unknown,12469,3
Sengoku☆Paradise Kiwami,6.07,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,Unknown,6593,4
Toradora!: Bentou no Gokui,7.46,"Slice of Life, Comedy, Romance, School",Special,Light novel,1075,140
Sougen no Ko Tenguri,6.09,"Adventure, Historical, Kids, Drama",Movie,Original,10711,1
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.93,"Fantasy, Magic, Music, Shoujo",OVA,Original,8878,2
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.5,"Sci-Fi, Drama",Movie,Visual novel,288,2275
Jubilee,5.18,"Dementia, Music",Music,Unknown,10929,2
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,6.54,Music,Music,Unknown,5155,6
Puu-Neko Shougekijou,NA,Comedy,TV,Unknown,13058,0
Ganbare! Bokura no Hit and Run,NA,"School, Sports",Special,Unknown,14191,0
Perman (1983),6.41,"Kids, Comedy, Super Power, School",TV,Unknown,8753,15
Nisemonogatari,8.18,"Mystery, Comedy, Supernatural, Ecchi",TV,Light novel,195,3688
"Sono Toki, Shimakou ga Ugoita!",NA,Comedy,TV,Unknown,13360,0
Shuukan Shimakou Special,NA,Comedy,ONA,Unknown,14295,0
Morita-san wa Mukuchi. 2,6.68,"Comedy, School, Slice of Life",TV,4-koma manga,4598,5
High School DxD,7.4,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,Light novel,68,19056
Donbe Monogatari,NA,Kids,Special,Unknown,14436,0
Blood Lad,7.33,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",TV,Manga,217,1963
Sacred Seven: Shirogane no Tsubasa,6.68,"Action, School, Sci-Fi, Super Power",Movie,Original,6165,4
Pink Mizu Dorobou Ame Dorobou,5.58,"Action, Comedy, Fantasy, Shounen",Movie,Manga,10081,0
Robo to Shoujo (Kari),5.57,"Action, Comedy, Mecha, Sci-Fi",ONA,Unknown,9290,1
Hakuouki OVA,7.45,"Action, Historical, Supernatural, Drama, Samurai",OVA,Visual novel,4571,24
Natsume Yuujinchou Shi,8.67,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,Manga,774,1814
Hal no Fue,NA,"Kids, Adventure",Movie,Unknown,13264,0
Chainsaw Maid,4.96,"Comedy, Horror, Supernatural, Thriller",ONA,Original,6501,3
Tetsu no Ko Kanahiru,NA,Fantasy,Movie,Unknown,15466,0
Takarajima Memorial: Yuunagi to Yobareta Otoko,6.55,"Adventure, Drama, Historical, Mystery, Supernatural",OVA,Novel,10137,1
Pussycat,4.18,"Fantasy, Horror",ONA,Original,6968,3
CCW: Crazy Clay Wrestling,3.52,Sports,ONA,Original,8750,4
Bloody Date,4.19,Horror,ONA,Original,7509,0
Match Uri no Shoujo,6.03,"Drama, Kids",Movie,Book,11993,0
Ultraman Graffiti,NA,"Action, Comedy, Parody, Super Power",OVA,Other,12567,0
Area no Kishi,7.22,"Comedy, School, Shounen, Sports",TV,Manga,2005,231
Yurumates wa?,6.28,"Comedy, Seinen, Slice of Life",OVA,4-koma manga,8477,0
Another: The Other - Inga,7.32,"Horror, Mystery, Thriller",OVA,Novel,966,184
Code:Breaker,6.8,"Action, Comedy, Super Power, Supernatural, School, Shounen",TV,Manga,568,651
Dragon Age: Blood Mage no Seisen,6.11,"Action, Fantasy",Movie,Game,5165,11
Me wo Samase Toragorou,NA,Kids,Special,Unknown,16027,1
Suisenzuki no Yokka,NA,"Fantasy, Kids",Special,Unknown,15415,0
Kamisama Dolls Specials,5.93,Comedy,Special,Manga,5913,1
Hoshi no Kirby: Pilot,5.69,"Adventure, Comedy, Parody, Fantasy",Special,Game,9247,5
Space Neko Theater,5.33,Comedy,ONA,Unknown,10812,0
Chi-Sui Maru Specials,NA,Comedy,Special,Unknown,14984,0
Chi-Sui Maru 2nd Season,NA,Comedy,TV,Unknown,13828,0
Coluboccoro,5.64,"Sci-Fi, Fantasy",OVA,Original,9080,2
Ao no Exorcist Movie,7.64,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,Manga,688,419
Kimi to Boku. 2,7.98,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,Manga,1779,375
Fate/Zero 2nd Season,8.59,"Action, Supernatural, Magic, Fantasy",TV,Light novel,105,17197
Toaru Majutsu no Index Movie: Endymion no Kiseki,7.5,"Action, Magic, Sci-Fi, Super Power",Movie,Original,1352,793
Aku no Onna Kanbu,6.67,Hentai,OVA,Visual novel,5098,56
Kiriya Hakushaku Ke no Roku Shimai,6.72,Hentai,OVA,Visual novel,6172,29
Oshioki: Gakuen Reijou Kousei Keikaku,6.37,Hentai,OVA,Visual novel,6647,15
Senki Zesshou Symphogear,7.03,"Action, Sci-Fi, Music",TV,Original,1454,1054
009 Re:Cyborg,6.53,"Action, Adventure, Mecha, Sci-Fi",Movie,Manga,4284,16
Sword Art Online,7.25,"Action, Game, Adventure, Romance, Fantasy",TV,Light novel,4,66342
Accel World,7.32,"Action, Game, Sci-Fi, Romance, School",TV,Light novel,178,4155
Medaka Box,7.07,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,Manga,723,430
Sekai de Ichiban Tsuyoku Naritai!,5.81,"Action, Ecchi, Sports",TV,Manga,2449,63
Justeen,NA,"Action, Mecha, Sci-Fi",OVA,Unknown,11006,0
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.2,"Comedy, Ecchi, School, Seinen, Shoujo Ai",TV,Manga,3183,31
Kuroko no Basket,8.15,"Comedy, School, Shounen, Sports",TV,Manga,104,18955
To Heart 2: Dungeon Travelers,6.3,"Adventure, Comedy, Ecchi, Fantasy, Magic, Seinen",OVA,Game,7205,4
Lupin III: Chi no Kokuin - Eien no Mermaid,7.23,"Action, Adventure, Comedy, Seinen",Special,Unknown,6218,2
Dog Days',7.09,"Action, Adventure, Magic, Fantasy",TV,Original,1544,159
Haiyore! Nyaruko-san,7.07,"Sci-Fi, Comedy, Parody",TV,Light novel,496,1237
Toriko: Barbarian Ivy wo Hokaku Seyo!,6.65,"Action, Super Power, Adventure, Comedy, Shounen",Special,Unknown,8095,0
Wish Me Mell,5.55,"Kids, Magic, Fantasy",ONA,Other,12723,1
Sore Ike! Anpanman: Ruby no Negai,6.04,"Comedy, Kids, Magic",Movie,Unknown,12896,1
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.41,"Comedy, Drama, Slice of Life",Special,Original,5413,3
Forsaken,5.78,"Music, Vampire",Music,Music,10313,1
Midori no Neko,5.44,Mystery,OVA,Manga,10237,0
School,6.74,"Hentai, School",OVA,Original,6036,34
gdgd Fairies,6.8,Comedy,TV,Original,6882,45
Shijou Saikyou no Deshi Kenichi OVA,7.93,"Action, Martial Arts, Comedy, School, Shounen",OVA,Manga,2334,104
Ijou Chitai: Jikken Dorei,5.87,Hentai,OVA,Visual novel,7665,3
Enshou Nihon Mukashibanashi,5.17,"Hentai, Comedy, Historical",OVA,Unknown,11482,0
Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,7.41,"Action, Hentai, Fantasy",OVA,Visual novel,3144,669
Manga Mitokoumon,6.49,Historical,TV,Unknown,12030,1
Qin Shi Ming Yue: Zhu Zi Bai Jia,7.03,"Action, Historical, Martial Arts, Fantasy",TV,Novel,10274,8
Zetman,6.89,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,Manga,1295,251
Qin Shi Ming Yue: Ye Jin Tianming,6.81,"Action, Historical, Martial Arts, Fantasy",TV,Novel,10384,5
Danshi Koukousei no Nichijou,8.28,"Slice of Life, Comedy, School",TV,Web manga,180,11564
Pokemon: Pikachu no Summer Bridge Story,6.23,"Adventure, Comedy, Fantasy, Kids",Special,Unknown,6860,0
Houkago Nyannyan,6.01,Hentai,OVA,Manga,6659,14
Judo Sanka,NA,"Sports, Shounen",TV,Unknown,12888,0
Queen's Blade: Rebellion,6.32,"Action, Adventure, Ecchi, Fantasy",TV,Other,2740,52
Cipher,4.72,"Drama, Music",OVA,Manga,5351,56
Bloody Night,3.91,"Horror, Psychological, Supernatural, Thriller",ONA,Original,8288,1
Oraa Guzura Dado (1987),6.19,"Comedy, Kids",TV,Unknown,12303,0
Oni Chichi: Re-born,7.36,Hentai,OVA,Visual novel,3113,219
Nendo no Tatakai 2,3.26,"Action, Comedy",ONA,Original,9002,3
Kokoro Connect,7.82,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",TV,Light novel,161,7259
The iDOLM@STER: 765 Pro to Iu Monogatari,7.47,"Music, Comedy, Drama",Special,Game,3672,13
Nendo no Tatakai,3.23,"Action, Comedy",ONA,Original,8527,3
Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.74,"Comedy, Shoujo",Special,Game,8430,9
Within the Bloody Woods,3.39,Horror,ONA,Original,8731,0
Major: World Series,8.35,"Comedy, Drama, Shounen, Sports",OVA,Manga,2992,101
Zoku Attacker You! Kin Medal e no Michi,6.11,"Sports, Romance",TV,Unknown,10826,2
Oda Nobuna no Yabou,7.46,"Comedy, Historical, Romance",TV,Light novel,599,1115
Moeru! Oniisan (OVA),NA,Comedy,OVA,Manga,13413,0
Love Bitch: Yasashii Onna,6.24,Hentai,OVA,Manga,6683,25
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,"Psychological, Drama, Magic, Thriller",Movie,Original,927,1008
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"Drama, Magic, Psychological, Thriller",Movie,Original,912,1078
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.44,"Mystery, Psychological, Drama, Magic, Thriller",Movie,Original,490,8796
Guilstein,NA,"Action, Horror, Sci-Fi",Movie,Unknown,11519,0
Tsundere Inran Shoujo Sukumi,6.55,Hentai,OVA,Visual novel,5428,34
One Piece 3D: Gekisou! Trap Coaster,7.02,"Action, Adventure, Fantasy, Comedy, Shounen",Movie,Manga,3891,34
What's Michael?,5.82,Comedy,OVA,Manga,11009,2
Tiger & Bunny Movie 1: The Beginning,7.44,"Action, Super Power, Comedy, Mystery",Movie,Original,3617,12
Tiger & Bunny Movie 2: The Rising,7.81,"Action, Mystery, Comedy, Super Power",Movie,Original,3372,48
Poyopoyo Kansatsu Nikki,7.68,"Slice of Life, Comedy, Seinen",TV,4-koma manga,3767,143
Anne no Nikki: Anne Frank Monogatari,6.2,"Drama, Historical",Special,Unknown,11085,2
Uchuu Senkan Yamato 2199,8.37,"Action, Military, Sci-Fi, Space, Drama",OVA,Original,1492,1538
Kingdom,8.04,"Action, Historical, Military, Seinen",TV,Manga,1102,1074
Dwaeji-ui Wang,6.8,"Psychological, Drama, Thriller, Seinen",Movie,Unknown,6360,26
What's Michael? 2,6.05,Comedy,OVA,Manga,12521,0
What's Michael? (TV),NA,Comedy,TV,Manga,11698,1
Fairy Tail Movie 1: Houou no Miko,7.41,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,Manga,898,569
Mardock Scramble: The Third Exhaust,7.45,"Action, Psychological, Sci-Fi",Movie,Novel,2902,53
Brandish,6.71,"Hentai, Demons, Supernatural",OVA,Manga,4315,81
My Imouto: Koakuma na A-Cup,6.66,Hentai,OVA,Light novel,4900,37
Otome Dori,5.68,Hentai,OVA,Manga,4023,161
Injuu Seisen XX,5.55,"Action, Hentai, Supernatural",OVA,Original,10478,3
Queen's Blade OVA Specials,6.09,"Action, Adventure, Ecchi, Fantasy",Special,Other,5172,4
Rurouni Kenshin Special,7.34,"Action, Historical, Romance, Samurai, Shounen",Special,Manga,4054,42
Hajime no Ippo: Boxer no Kobushi,8.11,"Comedy, Drama, Shounen, Sports",Special,Manga,2582,77
Black★Rock Shooter,7.06,"Action, Music",Music,Other,1995,376
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,5.76,"Magic, Music",Music,Unknown,8000,5
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.92,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,Manga,980,571
Berserk: Ougon Jidai-hen III - Kourin,8.21,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,Manga,942,1196
Detective Conan Movie 16: The Eleventh Striker,7.74,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,Manga,2884,30
Natsu-iro Kiseki,7.02,"School, Slice of Life, Supernatural",TV,Original,2619,84
Towa no Kizuna,6.08,Music,Music,Unknown,7239,2
Yurumates 3D,6.3,"Slice of Life, Comedy, Seinen",TV,4-koma manga,5583,6
30-sai no Hoken Taiiku Specials,6.19,"Parody, Romance, Ecchi, Seinen",Special,Unknown,6252,3
Sekaikei Sekai Ron,5.8,"Sci-Fi, Psychological",OVA,Unknown,10539,2
Ra/Radio Noise*Planet,5.84,"Adventure, Psychological, Sci-Fi",OVA,Original,10787,1
Robotica*Robotics,6.87,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,Original,4506,61
Wanpaku Tanteidan,NA,"Action, Mystery",TV,Unknown,11976,0
Kaze no Matasaburou,5.79,"Slice of Life, Kids, Fantasy",OVA,Novel,10631,0
Swing Out Sisters,7.23,Hentai,OVA,Manga,4426,73
Backkom,5.84,"Comedy, Kids",TV,Original,9651,6
AKB0048,7.39,"Music, Sci-Fi",TV,Original,2141,686
Busou Chuugakusei: Basket Army,5.74,"Action, Military",ONA,Manga,6012,4
Ginga Tetsudou 999: Hoshizora wa Time Machine,6.36,"Drama, Sci-Fi",Movie,Unknown,11012,0
Niji no Kanata e! Shoujo Diana Monogatari,NA,"Historical, Shoujo",Special,Unknown,13290,1
Koi to Senkyo to Chocolate,7.09,"Drama, Romance, School",TV,Visual novel,812,407
Nihon Omoshiro Mukashibanashi,NA,"Comedy, Historical, Parody",TV,Unknown,13776,1
Mameushi-kun,NA,"Comedy, Fantasy, Kids",TV,Picture book,15248,0
Carnival Phantasm EX Season,7.48,"Comedy, Supernatural",OVA,Manga,2569,10
Hyouka,8.14,"Mystery, School, Slice of Life",TV,Novel,81,21242
Smile Precure!,6.74,"Action, Magic, Fantasy, Shoujo",TV,Original,3128,299
Precure All Stars Movie New Stage: Mirai no Tomodachi,7.11,"Fantasy, Magic, Shoujo",Movie,Original,6802,8
s.CRY.ed Alteration II: Quan,6.82,"Action, Sci-Fi, Adventure, Super Power, Shounen",Movie,Original,7365,2
Galaxy Angel S,6.89,"Sci-Fi, Comedy",OVA,Unknown,8868,2
Dragon Ball: Episode of Bardock,7.18,"Action, Sci-Fi, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,Manga,1651,91
Koi-ken!: Watashitachi Anime ni Nacchatta!,5.77,"Ecchi, Music",ONA,Manga,6674,5
Game Center Arashi,NA,"Comedy, Game, Kids, Shounen",TV,Unknown,12493,2
Carnival Phantasm: Illya-jou,6.92,"Parody, Comedy",Special,Visual novel,2961,10
Mikeneko Holmes no Yuurei Joushu,5.88,"Comedy, Drama, Mystery",OVA,Novel,12675,0
Takara-sagashi,6.28,"Adventure, Fantasy, Kids",Movie,Picture book,9724,0
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,6.64,"Action, Comedy, Drama, Romance, Martial Arts, Samurai",Movie,Unknown,10512,0
Rinne no Lagrange Season 2,6.99,"Action, Comedy, Mecha, Sci-Fi",TV,Original,3261,18
Acchi Kocchi (TV),7.51,"Slice of Life, Comedy, Romance, School",TV,4-koma manga,578,2400
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7.05,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,Light novel,459,1288
Tobacco to Hai,5.43,Adventure,Movie,Unknown,10735,2
Upotte!!,6.51,"Action, Comedy, Military, Seinen",ONA,Manga,1937,160
Thermae Romae,7.02,"Comedy, Historical, Seinen",TV,Manga,3603,30
Soukou Kihei Votoms Recaps,6.17,"Action, Drama, Mecha, Military, Sci-Fi",OVA,Original,11234,0
Trip Trek,NA,"Adventure, Fantasy, Comedy",ONA,Unknown,13630,0
Dirty Pair Flash 2,6.66,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,Light novel,7785,3
Dirty Pair Flash 3,6.56,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,Light novel,7955,1
eX-Driver the Movie Specials,6.35,Comedy,Special,Original,10682,1
Ookami Kodomo no Ame to Yuki,8.64,"Fantasy, Slice of Life",Movie,Original,170,10216
Pecola,NA,Kids,TV,Unknown,13120,1
Track City,6.2,"Action, Cars",TV,Unknown,10592,2
Bakuman. 3rd Season,8.58,"Comedy, Drama, Romance, Shounen",TV,Manga,537,2815
Shining Hearts: Shiawase no Pan,6.15,"Action, Fantasy",TV,Game,2609,42
Bosco no Mori no Nakama-tachi,NA,"Adventure, Fantasy",Special,Unknown,14154,0
Star☆Jewel,6.48,"Hentai, Yuri",OVA,Original,6417,32
Maki-chan to Now.,7.41,Hentai,OVA,Visual novel,3450,248
Mouretsu Atarou (1990),NA,"Comedy, Kids, Slice of Life",TV,Manga,13683,0
Oyako Club,5.6,"Slice of Life, Comedy",TV,Original,11257,0
Original Video Romance Animation,NA,"Comedy, Hentai",OVA,Unknown,12305,0
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,5.52,"Action, Sci-Fi",OVA,Unknown,12396,0
The Gakuen Choujo-tai,5.53,"Action, Demons, Shoujo, Super Power",OVA,Novel,11646,0
Yuru Yuri♪♪,7.85,"Slice of Life, Comedy, School, Shoujo Ai",TV,Manga,990,935
Inga Nikki,6.13,Parody,ONA,Original,5848,2
Jormungand,7.85,"Action, Adventure, Seinen",TV,Manga,528,2515
Guilty Crown: Kiseki - Reassortment,7.15,"Action, Sci-Fi, Super Power",Special,Original,2821,47
Last Exile: Ginyoku no Fam - Adjournment,6.49,"Action, Sci-Fi, Adventure",Special,Unknown,6058,1
Uchuu Kyoudai,8.52,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,Manga,991,3404
