Name,Score,Genders,Type,Source,Popularity,Favorites
Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,6.1,Mystery,ONA,Visual novel,6853,8
Yuri Seijin Naoko-san (2012),6.5,"Comedy, Shoujo Ai",OVA,Manga,4680,21
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",6.4,"Action, Military, Sci-Fi, Drama, Mecha",OVA,Original,11493,0
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",6.18,"Action, Military, Sci-Fi, Drama, Mecha",OVA,Original,11714,1
Tasogare Otome x Amnesia,7.86,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,Manga,436,4053
Ben-To Picture Drama,6.11,Comedy,Special,Light novel,4831,4
Maken-Ki! Specials,6.19,"Ecchi, Sports",Special,Manga,3277,20
Gattai Robot Atranger,NA,Mecha,OVA,Unknown,13841,0
Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.58,Comedy,OVA,Manga,5537,5
Hiiro no Kakera,6.74,"Fantasy, Romance, Shoujo, Supernatural",TV,Visual novel,1482,436
Nazo no Kanojo X,7.25,"Romance, School, Seinen",TV,Manga,725,1876
Eureka Seven AO,6.7,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,Manga,1607,207
Sakasama no Patema,8.05,"Adventure, Sci-Fi",Movie,Original,673,1199
Gregory Horror Show: The Second Guest,6.64,"Mystery, Comedy, Horror, Demons, Supernatural",TV,Original,9698,8
Gregory Horror Show: The Last Train,6.3,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",TV,Original,10030,5
Gregory Horror Show: The Bloody Karte,5.79,"Mystery, Comedy, Horror, Demons, Supernatural",Special,Original,10669,1
Kyoukaisenjou no Horizon II,7.55,"Action, Fantasy, Sci-Fi",TV,Light novel,1791,347
Garakuta-doori no Stain: Epilogue,6.15,Comedy,OVA,Unknown,13064,1
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.6,"Comedy, Seinen",Movie,Manga,8192,1
Ai Mai! Moe Can Change!,5.56,"Comedy, Sci-Fi",OVA,Game,5813,10
Mirai Nikki (TV): Ura Mirai Nikki,6.52,"Action, Comedy, Supernatural",Special,Manga,2236,90
C³: Rikan Gakkou Confusion!,6.75,"Action, Comedy, Supernatural, Ecchi, School",Special,Light novel,3242,10
Tentoumushi no Otomurai,5.25,"Music, Dementia",Movie,Original,12091,1
Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,NA,"Action, Adventure",Special,Unknown,14540,0
Sakamichi no Apollon,8.36,"Drama, Josei, Music, Romance, School",TV,Manga,494,5914
"Dakara Boku wa, H ga Dekinai.",6.64,"Comedy, Supernatural, Romance, Ecchi",TV,Light novel,414,825
Jisshuusei,5.24,Hentai,OVA,Visual novel,11803,0
Benkei tai Ushiwaka,5.4,"Action, Comedy",Movie,Other,10431,1
Punky Funky Baby,4.8,Hentai,OVA,Unknown,11834,0
Fate/Prototype,6.73,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",OVA,Original,1546,113
Himitsu no Akko-chan (Movie),6.03,"Magic, School, Shoujo",Movie,Unknown,11910,0
Itsuka Tenma no Kuro Usagi Picture Drama,6.17,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",Special,Light novel,6016,1
Asa made Jugyou Chu!,6.13,"Comedy, Ecchi, Romance, School",OVA,Manga,2431,90
Inazuma Eleven Go Specials,6.69,"Sports, Super Power, Shounen",Special,Unknown,6629,9
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,6.07,"Adventure, Kids",Movie,Unknown,11754,3
Ojamajo Doremi OVA,6.68,"Kids, Magic",OVA,Unknown,9410,3
Ijime: Ikenie no Kyoushitsu,5.21,"Drama, Shoujo",OVA,Manga,9631,1
Tora-chan to Hanayome,5.56,Drama,Movie,Original,10719,2
Sengoku Collection,6.44,"Fantasy, Parody, Samurai",TV,Game,3518,26
Morizo to Kikkoro,NA,Kids,TV,Unknown,15440,0
Egomama,6.99,Music,Music,Unknown,8408,4
"Mogyutto ""Love"" de Sekkinchuu!",7.21,Music,Music,Music,4591,15
Happening Star ☆,NA,"Comedy, Sci-Fi",OVA,Unknown,15547,0
Danball Senki W,7.05,"Action, Kids, Mecha",TV,Game,6735,31
Tongari Boushi no Memole: Marielle no Housekibako,NA,"Magic, Fantasy, Shoujo",OVA,Unknown,12408,0
Nisoku Hokou,6.55,Music,Music,Unknown,9243,1
Light Lag,6.39,Music,Music,Unknown,9794,1
Patalliro! Stardust Keikaku,6.51,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",Movie,Manga,10349,1
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",6.32,Comedy,Special,Unknown,3541,30
Amagami SS+ Plus: Extra Episode+ Plus,7.23,Romance,Special,Visual novel,3012,27
Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,Game,2790,9
Papa no Iukoto wo Kikinasai!: Pokkapoka,7.2,"Comedy, Romance, Slice of Life",Special,Light novel,2743,21
Ozma,6.11,"Action, Sci-Fi, Adventure",TV,Original,4287,8
Joshiraku,7.49,"Slice of Life, Comedy, Shounen",TV,Manga,1452,415
Yumeyume,6.23,Music,Music,Unknown,9356,0
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45,"Comedy, Parody, Fantasy",OVA,Original,2014,49
Kiss Dum R: Meguriahi,6.15,"Mecha, Military, Sci-Fi",Special,Original,10327,0
Tight-rope,7.07,"Romance, Shounen Ai",OVA,Manga,2590,131
Tales of Gekijou,6.61,Comedy,Special,Game,7052,8
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.04,Comedy,Special,Game,6193,5
Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",TV,Visual novel,1454,655
The Hakkenden: Shin Shou,6.51,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,Novel,8690,3
Initial D: Project D to the Next Stage - Project D e Mukete,7.5,"Action, Cars, Sports, Drama, Seinen",Special,Manga,5421,1
Thermae Romae Specials,6.9,"Comedy, Historical, Seinen",Special,Unknown,7886,0
High School DxD OVA,7.3,"Comedy, Demons, Ecchi, Romance, School",OVA,Light novel,702,580
Bari Bari Densetsu (1987),6.62,"Action, Drama, Shounen, Sports",Movie,Manga,9427,9
Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,"Action, Game, Mystery, Shounen",TV,Original,2449,46
Mahoutsukai Jiji,6.05,"Music, Magic, Fantasy",ONA,Unknown,9568,0
Zokuzoku Mura no Obake-tachi,NA,Fantasy,OVA,Unknown,15221,0
0-sen Hayato,NA,"Historical, Military",TV,Manga,11687,2
Yuuyake Banchou,NA,Action,TV,Unknown,13098,0
Yuusei Kamen,NA,Sci-Fi,TV,Unknown,12899,0
Yumemakura Baku Twilight Gekijou,5.68,"Horror, Psychological",OVA,Novel,10611,0
Youyou no Neko Tsumami,NA,"Slice of Life, Comedy",TV,Unknown,13877,0
Yoshimoto Muchikko Monogatari,NA,Comedy,TV,Unknown,14662,1
Sora no Otoshimono Final: Eternal My Master,6.77,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Movie,Manga,1670,296
Yasashii Lion,5.51,"Fantasy, Kids, Music",Movie,Picture book,11936,0
Yankee Reppuu-tai,NA,"Adventure, Drama, Shounen",OVA,Manga,13159,1
Yanbou Ninbou Tonbou,NA,Fantasy,TV,Radio,14761,0
Yajikita Gakuen Douchuuki,5.72,"Adventure, Martial Arts, School, Shoujo",OVA,Manga,10803,0
Xevious,NA,"Action, Adventure, Sci-Fi, Space",Movie,Game,12499,0
Chinkoroheibei Tamatebako,5.22,"Kids, Fantasy, Comedy",Movie,Original,11330,0
Wonder-kun no Hatsu Yume Uchuu Ryokou,NA,Adventure,Special,Original,13920,0
Wonder Bebil-kun,NA,"Comedy, Fantasy",TV,Unknown,14193,0
Shirokuma Cafe,7.94,"Slice of Life, Comedy, Josei",TV,Manga,1734,865
Shakugan no Shana-tan III (Final): Final Destruction,7.06,"Comedy, Parody",Special,Unknown,3836,17
Ushiro no Hyakutarou,NA,"Horror, School, Supernatural",OVA,Unknown,14287,0
Umeboshi Denka,NA,"Comedy, Slice of Life",TV,Original,13419,0
Ultraman USA,5.63,"Action, Adventure, Sci-Fi",Movie,Other,10776,0
Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",Movie,Original,4708,7
One Piece Film: Z,8.18,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,Manga,826,674
Umeboshi Denka: Uchuu no Hate kara Panparopan!,NA,Comedy,Movie,Unknown,14600,0
Pretty Rhythm: Dear My Future,6.68,"Slice of Life, Sports, Music, Shoujo",TV,Game,5731,38
Ai wa KAT-TUN,5.18,Comedy,ONA,Other,8493,8
Tsuki no Sango,6.12,Drama,Movie,Other,6972,5
Ginga e Kickoff!!,7.24,"Sports, Shounen",TV,Novel,3630,97
Bokura no: Tsuisou,6.11,"Sci-Fi, Psychological, Drama, Mecha",Special,Manga,7926,1
Dantalian no Shoka: Ibarahime,7.18,"Action, Historical, Mystery",OVA,Light novel,3718,12
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,5.85,"Comedy, Drama, Harem, Romance, Sci-Fi",OVA,Visual novel,10399,2
Tsuritama,7.7,"Comedy, Sci-Fi, Slice of Life, Sports",TV,Original,1042,2286
Dynamic Super Robots Soushingekki,6.38,"Action, Mecha, Sci-Fi, Shounen",Special,Unknown,10450,0
Uchuu Shounen Soran,NA,"Action, Adventure, Sci-Fi",TV,Unknown,12743,2
Danshi Koukousei no Nichijou Specials,7.86,"Comedy, School, Shounen, Slice of Life",Special,Web manga,1349,181
Uchuu Patrol Hopper,NA,"Sci-Fi, Space",TV,Unknown,12618,2
Ucchare Goshogawara,NA,"Martial Arts, School, Shounen, Sports",OVA,Manga,13053,0
TWD Express Rolling Takeoff,NA,"Adventure, Sci-Fi",Movie,Manga,14170,0
Tsushima Maru: Sayounara Okinawa,NA,Historical,Movie,Unknown,13368,0
Tsuki ga Noboru made ni,6.38,"Drama, Historical",OVA,Other,10838,0
Sekiei Ayakashi Mangatan,5.78,"Fantasy, Historical, Supernatural",ONA,Manga,7550,4
Madang-eul Naon Amtalg,7.62,"Adventure, Kids, Drama, Fantasy",Movie,Book,7679,16
Yoru no Hi,4.94,Psychological,Movie,Unknown,10054,3
Morita-san wa Mukuchi. Specials,6.45,"Comedy, School, Slice of Life",Special,4-koma manga,7179,0
Saint Seiya Omega,6.28,"Action, Adventure, Fantasy, Shounen",TV,Manga,2550,178
Utakata Hanabi,6.48,Music,Music,Unknown,8673,4
AWOL,5.62,"Action, Space, Military, Sci-Fi",TV,Original,10597,1
Cele Kano,6.37,Hentai,OVA,Manga,7267,7
First Love,6.81,Hentai,OVA,Manga,5766,44
Ojousama☆Yomeiri Kousou!,6.94,Hentai,OVA,Light novel,5103,38
Kansen 5: The Daybreak,6.47,Hentai,OVA,Visual novel,5822,25
Jewelpet Kira☆Deco!,6.66,"Fantasy, Magic, Shoujo",TV,Original,7864,17
Jewelpet Movie: Sweets Dance Princess,6.04,"Fantasy, Magic, Shoujo",Movie,Original,10218,2
Arcana Famiglia,6.28,"Action, Harem, Supernatural, Romance, Shoujo",TV,Visual novel,864,340
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,5.89,"Magic, Shoujo",Movie,Unknown,12470,0
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,"Action, Comedy, Parody",TV,Manga,1898,323
Kono Shihai kara no Sotsugyou: Ozaki Yutaka,NA,"Historical, Slice of Life",OVA,Unknown,11659,1
Katte ni Kaizou Specials,6.42,"Comedy, Parody, School, Sci-Fi, Shounen",Special,Manga,8175,2
Sono Mukou no Mukougawa,5.55,Music,Music,Unknown,12599,1
Dark Blue,5.93,Hentai,OVA,Visual novel,5609,16
Please ♥♥♥♥ Me!,6.83,Hentai,OVA,Visual novel,4281,126
Aneki no Kounai Kaikinbi,5.49,Hentai,OVA,Original,5659,41
Arashi no Yoru ni: Himitsu no Tomodachi,6.76,"Adventure, Drama",TV,Book,8486,8
Battle Break,NA,"Action, Kids",ONA,Unknown,13019,0
Anime Koukyoushi: Jungle Taitei,6.51,"Adventure, Kids, Shounen",OVA,Manga,10801,3
Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,4.79,Hentai,OVA,Unknown,11653,2
Aimai Elegy,6.54,Music,Music,Unknown,8067,3
Sankarea OVA,7.25,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,Manga,1528,52
Peace Hame!,7.12,Hentai,OVA,Manga,5138,87
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,7.17,"Sports, Shounen",Special,Unknown,6953,2
Fushigi na Kusuri,5.47,"Slice of Life, Comedy",Movie,Unknown,12405,0
Kitsutsuki Keikaku,5.43,"Slice of Life, Comedy",Movie,Unknown,12924,1
Youkoso Uchuujin,5.44,Comedy,Movie,Original,13001,0
Hana to Mogura,5.63,Comedy,Movie,Unknown,12654,0
Ojiichan ga Kaizoku Datta Koro,5.62,Comedy,Movie,Original,13797,0
Nazo no Kanojo X: Nazo no Natsu Matsuri,7.25,"Ecchi, Romance, Mystery, Seinen",OVA,Manga,2933,55
Ponta to Ensoku,NA,"Adventure, Drama",OVA,Unknown,13315,0
Hakuouki Reimeiroku,7.48,"Action, Historical, Supernatural, Drama, Samurai, Josei",TV,Visual novel,2294,155
Hakuouki Movie 1: Kyoto Ranbu,7.67,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,Visual novel,3366,88
Hakuouki Movie 2: Shikon Soukyuu,7.77,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,Visual novel,3837,75
Shinsekai yori,8.35,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",TV,Novel,168,20535
Itsuka Tenma no Kuro Usagi Special,6.36,"Comedy, Ecchi",Special,Light novel,6311,2
Gakkatsu!,6.5,"Comedy, School",TV,Original,5792,7
Shiba Inuko-san,5.77,Comedy,TV,Manga,5217,12
Baku Tech! Bakugan,5.96,"Action, Game, Shounen",TV,Unknown,7462,3
Cardfight!! Vanguard: Asia Circuit-hen,6.84,"Action, Game, Adventure, Demons, Shounen",TV,Original,3702,34
Renkyori Enai,6.3,Music,Music,Unknown,10391,0
Kuromajo-san ga Tooru!!,6.49,"Comedy, Magic, School, Slice of Life",TV,Novel,5382,10
Hagure Yuusha no Aesthetica,6.89,"Action, Super Power, Ecchi, Fantasy",TV,Light novel,431,1096
Furusato Saisei: Nippon no Mukashibanashi,7,"Historical, Kids, Supernatural",TV,Other,4975,26
Paboo & Mojies,NA,Kids,TV,Original,14427,0
Zoobles!,NA,Kids,TV,Unknown,14242,1
Buta,6.46,"Adventure, Comedy, Fantasy, Historical",Movie,Original,5390,5
Wasurenagumo,7.1,"Comedy, Supernatural",Movie,Original,2993,42
Puka Puka Juju,6.69,"Fantasy, Slice of Life",Movie,Original,6575,5
Shiranpuri (Movie),6.29,"Drama, School",Movie,Original,6933,0
Little Charo,NA,Slice of Life,TV,Original,12842,0
Little Charo 2,NA,Slice of Life,TV,Original,13615,0
Fate/Zero Remix,7.07,"Action, Fantasy, Supernatural",Special,Light novel,3675,12
Juusen Battle Monsuno,6.31,"Action, Adventure",TV,Unknown,6333,15
"Misenai Namida wa, Kitto Itsuka",6.08,"Fantasy, Music",Music,Unknown,12455,0
Monster Farm: Legend e no Michi,6.75,"Action, Adventure, Comedy, Fantasy",TV,Game,4407,9
Lupin the Third: Mine Fujiko to Iu Onna,7.78,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,Manga,2312,370
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,NA,"Comedy, Historical, Parody",TV,Unknown,12754,0
Guskou Budori no Denki (2012),6.27,"Slice of Life, Kids, Drama, Fantasy",Movie,Novel,6420,9
Hishoka Drop The Animation,6.35,Hentai,OVA,Manga,7274,14
Himesama Gentei!,6.85,Hentai,OVA,Visual novel,5423,27
Kyonyuu Fantasy,7.38,"Harem, Hentai, Demons, Supernatural, Fantasy",OVA,Visual novel,3500,416
Bible Black: New Testament Recap,6.37,Hentai,OVA,Visual novel,6339,14
Metal Fight Beyblade Zero G,6.09,"Adventure, Sports",TV,Manga,4941,14
Mugen no Ryvius: Illusion,5.67,Comedy,ONA,Unknown,10889,0
Mass Effect: Paragon Lost,6.33,"Action, Adventure, Sci-Fi",Movie,Game,5432,14
Shin Tennis no Ouji-sama Specials,7.52,"Action, Comedy, Sports, Shounen",Special,Unknown,5044,24
Lupin III: Lupin Ikka Seizoroi,6.71,"Adventure, Comedy, Seinen",Special,Unknown,7872,0
Lupin VIII,5.58,"Adventure, Comedy, Shounen",Special,Unknown,8144,0
Shin Hikari Shinwa: Palutena no Kagami,6.4,"Adventure, Fantasy, Comedy",ONA,Game,7468,4
Blossom,6.52,Music,Movie,Original,6876,3
Haru wa Kuru,5.89,Adventure,ONA,Original,10996,0
Kyoto Animation: Ajisai-hen,5.62,Magic,Special,Original,6906,0
Inazuma Eleven Go: Chrono Stone,7.17,"Sports, Super Power, Shounen",TV,Game,2621,296
Fate/Zero: Onegai! Einzbern Soudanshitsu,6.67,Comedy,Special,Original,2918,21
Shinryaku!! Ika Musume,7.49,"Slice of Life, Comedy, Shounen",OVA,Manga,3465,19
Hunter x Hunter Movie 1: Phantom Rouge,7.24,"Action, Adventure, Fantasy, Shounen, Super Power",Movie,Manga,1197,235
FlashBack,6.69,Music,Music,Unknown,8526,4
One Off,6.44,Slice of Life,OVA,Original,4327,12
Galaxy Angel Specials,6.8,"Comedy, Sci-Fi",Special,Game,9020,1
Houkago no Tinker Bell,5.65,"Comedy, Drama, Mystery, Romance, School, Slice of Life",OVA,Light novel,11511,0
Usogui,5.47,"Game, Psychological, Seinen",OVA,Manga,9601,1
Shounen Ninja Kaze no Fujimaru,NA,"Action, Adventure, Samurai, Shounen",TV,Unknown,11464,3
Kyoto Animation: Hoshi-hen,5.79,Fantasy,Special,Original,7257,0
Henshin Gattai! 5 tsu no Atsuki Tamashii,4.25,"Super Power, Music",Music,Original,11727,1
Crimson Girls: Chikan Shihai,6.45,Hentai,OVA,Unknown,5689,36
Jormungand: Perfect Order,7.94,"Action, Adventure, Seinen",TV,Manga,977,647
Tari Tari,7.32,"Music, Slice of Life, School",TV,Original,1114,534
Fuse: Teppou Musume no Torimonochou,7.36,"Action, Drama, Historical, Supernatural",Movie,Book,3126,106
Chouyaku Hyakuninisshu: Uta Koi.,7.48,"Comedy, Historical, Romance, Josei",TV,Manga,3317,106
High School DxD Specials,7.27,"Ecchi, Comedy, Harem, Romance, Demons, School",Special,Light novel,944,402
PistStar,4.71,"Music, Magic",ONA,Unknown,12323,0
Samchongsa: Time Machine 001,NA,"Adventure, Sci-Fi",Movie,Unknown,13902,0
"Kono Naka ni Hitori, Imouto ga Iru!",6.6,"Comedy, Ecchi, Harem, Mystery, Romance, School",TV,Light novel,867,229
Cornelis,5.43,Comedy,Movie,Unknown,12855,0
Kyoto Animation: Hana-hen,5.75,Slice of Life,Special,Original,7121,0
Kyoto Animation: Sora-hen,5.6,Slice of Life,Special,Original,7308,0
Recorder to Randoseru Re♪,6.87,"Comedy, School, Seinen, Slice of Life",TV,4-koma manga,3299,7
Okusama wa Michael,6.18,Hentai,OVA,Original,7371,12
Rakuen Tsuihou,7.38,"Action, Sci-Fi, Mecha",Movie,Original,1629,279
Inu x Boku SS Special,7.6,"Comedy, Supernatural, Shounen",Special,Manga,1722,122
Utsu Musume Sayuri,2.01,"Comedy, Dementia",OVA,Original,4367,41
Doudou,5.6,Fantasy,OVA,Original,12454,0
Moyashimon Returns,7.22,"Comedy, Supernatural, School, Seinen",TV,Manga,3467,15
Guilty Crown: Lost Christmas - An Episode of Port Town,6.94,"Action, Sci-Fi, Super Power, Drama",OVA,Original,1600,83
Wheels,4.6,Comedy,OVA,Original,11818,0
Fushigi Sekai Atagoul Monogatari,NA,Adventure,OVA,Unknown,14194,1
PES: Peace Eco Smile,5.65,"Slice of Life, Cars, Space",ONA,Original,7666,0
Sakasama no Patema: Beginning of the Day,7.39,Sci-Fi,Special,Unknown,3291,19
Himitsukessha Taka no Tsume NEO,NA,"Comedy, Parody, Super Power",TV,Unknown,12557,1
himitsukesshatakanotsume.jp,NA,"Comedy, Parody, Super Power",ONA,Unknown,12986,0
Taka no Tsume NEO Announcement Movie,NA,"Comedy, Parody, Super Power",Special,Unknown,13319,0
Shinpi no Hou,5.33,"Adventure, Supernatural",Movie,Unknown,9352,1
Shiawasette Naani,5.07,Fantasy,OVA,Novel,10496,0
Shippuu! Iron Leaguer: Silver no Hata no Moto ni,NA,"Mecha, Sports",OVA,Original,13051,1
Zumomo to Nupepe,NA,Comedy,TV,Unknown,13706,1
Tomodachi 8-nin,NA,"Comedy, Kids",TV,Original,14029,0
Ribbon-chan,NA,Comedy,TV,Unknown,14836,0
Panda no Taputapu,NA,Kids,TV,Original,13713,0
Little Charo: Touhoku-hen,NA,Kids,TV,Original,14460,1
Hyouka: Motsubeki Mono wa,7.37,"Mystery, School, Slice of Life",OVA,Light novel,1080,155
Uchuu Kyoudai: Apo's Dream,5.45,"Comedy, Sci-Fi, Space",OVA,Unknown,7470,0
Tokyo Disney Resort: Yume ga Kanau Basho,6.19,Slice of Life,Special,Original,9857,3
Neko no Sumu Shima,NA,Drama,Special,Unknown,13193,0
Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,NA,"Adventure, Comedy, Parody, Space",Special,Unknown,13774,0
Cofun Gal no Coffy,NA,"Comedy, Historical, Parody",ONA,Unknown,14846,0
Cofun Gal no Coffy (TV),NA,"Comedy, Parody",TV,Unknown,14176,0
Cofun Gal no Coffy Campus Life,NA,Comedy,TV,Unknown,14308,0
Cofun Gal no Coffy: Okehazama no Tatakai,NA,"Parody, Comedy, Historical",Movie,Unknown,14874,0
Cofun Gal no Coffy: Juuninin to Ikareru Cofun-tachi,NA,Comedy,Movie,Unknown,14819,0
Cofun Gal no Coffy: Cofunderella,NA,Comedy,Movie,Original,14669,0
Anima,5.11,Music,Movie,Unknown,9164,1
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,5.34,Comedy,ONA,Unknown,12092,0
Ryuugajou Nanana no Maizoukin,6.6,"Comedy, Supernatural",Special,Light novel,4559,23
Organic,5.49,Comedy,ONA,Unknown,13333,0
Binbougami ga!,7.73,"Comedy, Parody, Shounen, Supernatural",TV,Manga,763,1182
Rui no Masaiban,5.03,"Demons, Fantasy",ONA,Unknown,12601,0
Nantokashite Alguard,4.61,"Music, Super Power",ONA,Original,12697,0
Shuukan Storyland,NA,"Slice of Life, Comedy, Drama, Seinen",TV,Original,12430,1
Bakusou Circuit Roman Twin,NA,Sports,OVA,Unknown,13091,0
Lovely Day: Boku to Kanojo no Nana Nichikan,6.03,Hentai,OVA,Manga,7038,11
Guilty Crown: 4-koma Gekijou,7,Comedy,Special,4-koma manga,3477,31
The Four Seasons,6.27,Slice of Life,ONA,Original,9017,2
Natsuyuki Rendezvous,7.29,"Supernatural, Drama, Romance, Josei",TV,Manga,1864,227
Persona 4 the Animation: No One is Alone,7.5,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",Special,Game,2562,34
"Suki de Suki de, Suki de The Animation",6.87,Hentai,OVA,Manga,4987,84
Robotics;Notes,7.35,"Sci-Fi, Mystery, Drama, Mecha, School",TV,Visual novel,937,587
Psycho-Pass,8.38,"Action, Sci-Fi, Police, Psychological",TV,Original,45,34920
Sayonara Zetsubou Sensei Special Omake,6.59,"Comedy, Parody, School",Special,Manga,6156,3
Furiko,7.56,"Music, Slice of Life, Drama, Romance",Special,Original,4016,71
Hi no Youjin,6.32,"Historical, Slice of Life",Movie,Unknown,5873,1
Imouto Twins,5.91,Hentai,OVA,Original,7983,3
Little Busters!,7.52,"Slice of Life, Comedy, Supernatural, Drama, School",TV,Visual novel,617,1915
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,"Comedy, Romance, Slice of Life",TV,Light novel,373,1238
To LOVE-Ru Darkness,7.51,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,Manga,497,2042
Naruto: Shippuuden Movie 6 - Road to Ninja,7.67,"Action, Adventure, Super Power, Martial Arts, Shounen",Movie,Manga,656,442
Owari no Chronicle,5.12,"Action, Adventure, Fantasy, Sci-Fi",Special,Light novel,7844,8
Otome Nadeshiko Koi Techou,5.93,"Historical, Shoujo",OVA,Light novel,6723,3
Taisei Kensetsu: Bosporus Kaikyou Tunnel,6.12,Drama,Special,Original,6622,2
Ao no Exorcist Movie Special,6.86,"Parody, Comedy",Special,Original,2846,45
Tottoko Hamtarou Hai!,6.65,"Kids, Adventure",TV,Unknown,7387,8
Nekogami Yaoyorozu Specials,6.21,"Comedy, Supernatural, Seinen",Special,Manga,9675,0
Taisei Kensetsu: Shin Doha Kokusai Kuukou,5.91,Drama,Special,Original,7658,0
Ippatsu Hicchuu!! Devander,5.61,"Action, Sci-Fi, Parody, Super Power, Mecha",OVA,Unknown,11709,1
Afro Samurai Movie,7.54,"Action, Adventure, Samurai",Movie,Original,2289,121
Kennel Tokorozawa,4.16,"Ecchi, Comedy, School",OVA,Manga,9159,8
Rinne no Lagrange: Kamogawa Days,6.81,"Slice of Life, Comedy, School, Sci-Fi",OVA,Original,5352,3
Koukyoushihen Eureka Seven: New Order,6.63,"Adventure, Drama, Mecha, Romance, Sci-Fi",Special,Original,5178,3
Shanshui Qing,6.53,Music,Movie,Unknown,9733,21
Mashiro-iro Symphony: The Color of Lovers Picture Drama,6.46,"Harem, Romance, Drama",Special,Unknown,5262,4
Sakura-sou no Pet na Kanojo,8.19,"Slice of Life, Comedy, Drama, Romance, School",TV,Light novel,83,25403
Junjou Romantica OVA,7.8,"Comedy, Drama, Romance, Shounen Ai",OVA,Manga,2423,120
Kamen no Ninja Akakage,NA,"Action, Fantasy",TV,Unknown,11688,0
